id,launch date,state_control,suit and belt,year,net profit,asset_beginning,asset_end,equity,liability,EBIT,current_asset,current_liability,RD,turnover,circulation
2101,39080,1,0,2013,90085055.49,1758316641,2395086926,1264341281,1130745644,137873989.2,1332315668,988495644.1,153365043,888768650,122161718
2101,39080,1,0,2014,117946885.3,2395086926,2552560467,1349389088,1203171379,166005178.9,1322415799,1128314212,158102254.8,1657137844,217740245
2101,39080,1,0,2015,128684977.6,2552560467,2761576600,1456458992,1305117607,170631338.5,1289778266,1095544607,205216452.3,3655288829,365319814
2101,39080,1,0,2016,167627664.4,2761576600,3787258505,2167004924,1620253581,213095147.2,1699047571,1278389794,179236554.9,3552278873,381866016
2101,39080,1,0,2017,344294189.8,3787258505,7895426196,4590318636,3305107560,440264996.6,3620942764,2984764561,175165782.8,1343813122,510498816
2101,39080,1,0,2018,412559937.8,7895426196,8488879587,4891947626,3596931961,518026618.4,3800877570,2998483807,173314401,952451734,519683172
2102,39080,0,0,2012,18296874.53,1712240111,1950011775,657350370.2,1292661405,94626877.31,715687536.1,1136813722,155424552.1,264677016,76470460
2102,39080,0,0,2013,25582459.33,1950011775,2013664500,682942798.4,1330721701,93738739.95,644136350.1,1165666446,227725275.5,466997747,74884000
2102,39080,0,0,2014,3197591.68,2013664500,4462432173,2057596983,2404835190,108761092.7,1096790888,1539119838,268376624.8,668350315,161363850
2102,39080,0,0,2015,191301902.4,4462432173,4871709220,2908983656,1962725564,311748607.5,1510121258,935997383.7,400030097.4,2872559082,278136945
2102,39080,0,0,2016,247518719.1,4871709220,7119831661,4586510835,2533320826,371529089.6,1975885398,1386112388,452410738.3,2874599179,289907446
2102,39080,0,0,2017,278166690.3,7119831661,8210869555,5341401935,2869467621,375536075.8,2711214006,2036044887,443558083.2,1062132852,303800284
2102,39080,0,0,2018,-2766262058,8210869555,7668567057,2443459702,5225107354,-2788507479,2483579086,3598552456,718156028.8,769864376,321839789
2103,39092,0,0,2012,35680391.98,1207158206,1172777575,749010822.4,423766752.7,54719389.55,637848073.1,419534399,205254657.1,1115071059,169134375
2103,39092,0,0,2013,16903361.33,1172777575,1171329626,752398286.4,418931339.8,30754268.27,637212841.7,214627301.1,191198901.8,2005617175,166884375
2103,39092,0,0,2014,9661376.06,1171329626,1170109858,749346791.4,420763066.1,21081342.42,678280469.7,418143301.1,213406926.6,1655501984,297750000
2103,39092,0,0,2015,83030151.68,1170109858,2149241015,1627601278,521639737.2,105289029.6,857867514.5,515707437.2,208818094.9,4421932545,702163104
2103,39092,0,0,2016,117485974.4,2149241015,2617300186,1709286907,908013278.2,135064059.3,766010461.4,900328069.3,300807023.2,8917863599,2795587928
2103,39092,0,0,2017,110378267.1,2617300186,2652804759,1779653667,873151091.4,132960298.9,1292924391,747208810.4,279349967.3,8219927489,4227400600
2103,39092,0,0,2018,-677954591.9,2652804759,2061495090,1014614689,1046880401,-640944220.9,1496050165,1046289709,244339570.7,7757717283,4223046750
2104,39092,0,0,2012,127041502.5,852193699.2,1077407611,808606979.6,268800631.3,145974067.1,775529505.8,260003323.3,78451534.31,430831375,70224065
2104,39092,0,0,2013,200785158.1,1077407611,1229251300,965066295.7,264185004,235050430.5,801141314.8,256373514.5,77671864.67,564981073,70224065
